id,answer_score
5477511,171
5556281,29
6170145,79
744122,18
2830859,77
6763345,19
22931,8
4873022,10
5813527,1
3239182,6
1429013,2
5712485,10
1143138,4
4491603,151
6288481,1
5691804,2
1758896,1
172383,11
6732872,2
2556802,89
7398808,4
5512077,1
4878590,1
3153478,37
5688881,1
1610350,41
3638439,1
3406432,35
1167772,9
441697,51
5329299,1
1867115,101
235998,9
2213033,723
3063469,4
2226313,1
1797053,1
1599266,12
2187857,33
6907082,34
6577669,11
3468158,1
4659715,5
2795439,10
3586469,12
1143364,1
3738516,7
2899333,26
5135777,1
2911601,2
4504713,1
1243184,28
57680,1
225235,7
3033814,10
1389151,1
3330143,15
3607958,8
4571563,7
5994242,1
4348255,5
23093,1
6302645,1
5549243,3
5704029,41
2245899,1
6880588,13
218933,8
1398371,2
5079346,4
6708466,2
6217953,32
985880,2
1474121,1
1202993,5
7056596,11
715450,2
1555215,45
4669643,1
3184497,7
5584714,164
4836888,48
3892740,3
5711565,1
4735210,1
6284167,1
1486884,1
2320566,5
4652551,1
6826662,13
6866028,17
353216,3
7284049,1
7368745,9
4057183,1
5663120,1
7389503,1
277426,79
5141064,3
3072010,2
2561794,2
1234480,3
3270108,86
5102786,8
6808102,624
1059164,4
6522395,69
7000504,2
5067164,2
4967240,7
4920794,17
3270243,5
4896528,5
5871414,1
6429851,1
6031710,9
5890176,8
6137441,10
1978836,1
3105791,1
902280,6
6206562,3
2962010,47
4932325,8
6787601,4
907301,2
649685,2
1457547,379
5233348,717
5554772,1
2451673,1
4163225,68
4129757,1
1687687,1
6455006,14
159381,3
3672357,1
1586770,4
6855088,3
1180797,1
6870467,7
6533501,427
2499854,2
277297,4
5452472,1
1861214,10
4262712,3
260420,6
5188124,1
2599684,5
2464651,52
1224808,7
3960748,38
5560042,1
6199536,1
1493896,1
466971,22
3325368,6
7071289,2
5846073,1
3206683,1
4422238,2
606386,1
6632597,83
2950784,11
4589230,3
1294975,2
1725541,3
7078400,7
1433138,1
1063759,6
2257737,17
7318911,82
5094899,3
6027155,2
608131,1
6537196,2
3957655,1
673460,1
5473916,9
2159247,5
7276390,1
709760,9
2093176,3
2907983,1
3552924,1
6788134,1
1101217,2
853833,8
524688,10
6744859,1
5500127,5
2182449,9
4511601,15
2341199,12
5408291,2
6401080,2
3594258,1
3998606,3
3801444,25
765530,4
2239805,5
5126278,11
3991341,4
5002401,1
1793583,20
1999427,2
2700071,1
2665711,1
3542042,1
4196140,1
4714940,30
4769785,11
5894451,8
1128955,7
6285747,34
7072303,7
5780811,1
6262304,2
2274583,10
7234072,1
2673174,1
2778000,3
4564405,1
4798448,3
348240,2
6604437,2
2726787,1
7041912,80
7107324,3
2492289,1
4500579,17
2092274,36
370249,26
4744163,6
2472032,5
3378960,3
287422,1
6230669,1
3936196,5
1378044,9
2277113,9
3599183,1
3998999,28
3315515,1
5381613,453
1555500,61
5258146,2
1681263,15
1508245,6
2872624,3
3378527,1
6726128,1
450836,24
4411037,9
859695,4
4631302,6
3565799,13
5675045,1
1861058,3
2696302,6
1679752,1
5363001,17
1479761,4
1592008,1
2414421,1
395012,1
1787472,1
2191408,9
4478165,1
3756864,1
1301988,3
2962484,3
3079041,16
3442200,2
3802827,3
2955206,8
5592724,3
2182001,3
4925533,326
2400792,3
3235600,2
7127197,1
4491042,1
7136687,388
4056999,11
5110471,6
3781721,1
4966041,1
5494722,17
1010296,3
6255803,132
4456499,7
5469928,6
938000,2
2694091,73
5400492,61
3529774,18
5576007,32
2649945,2
4534459,2
749680,2
5722030,1
2233722,1
3549533,3
6160944,5
4635917,1
4727127,1
2050253,3
5262057,32
1627807,2
6148936,3
5042230,8
4069005,52
2057304,42
1876696,84
5384352,1
73009,14
1244788,7
6405320,2
718956,143
1662508,401
1705117,10
6123896,1
4638127,1
7386451,1
4598098,8
4253142,1
6547199,47
714354,2
4162085,6
5924457,1
5765957,2
3193282,4
6930235,386
5252310,5
5381336,14
435877,2
3908363,2
7307479,3
6708467,71
7341839,1
7318694,1
4469296,16
3558019,90
5247909,3
1877682,2
4373960,4
4475297,23
2569258,21
5682304,1
6845597,2
4058649,10
2855876,1
7355769,1
6000465,2
86353,5
4714532,10
5842776,282
5724401,5
4215636,16
709305,1
4013721,5
482064,25
113752,1
5179577,5
6932770,2
3526846,6
6299283,2
926131,435
570927,7
2683936,4
4419115,29
1348590,2
2649734,8
1637937,6
2578712,1
668429,3
5671932,9
3626187,73
1735239,3
6239339,1
7371441,1
5300671,2
6348301,2
2791198,5
2394394,3
4895184,46
5947189,3
67259,119
4595728,2
2116960,1
1187580,2
1614681,1
6891809,1
3703856,8
5715181,3
2615137,37
2158149,2
1962139,2
2081115,7
6912294,1
6753756,1
6070228,251
6141490,1
4568366,141
4284166,2
6210929,50
4497373,31
565451,2
3518124,3
2189971,4
6643654,23
2513492,2
3609586,4
5084101,1
2359075,1089
5600139,246
943183,13
1203848,21
5329279,26
3323119,11
6688176,10
905862,224
6568701,4
6961474,1
3347533,240
2889337,4
6926164,76
345854,2
762787,1
54772,1
1263121,6
776734,1
5913387,6
1487076,2
2493241,2
1283211,1
1172722,11
5404604,1
5498505,1
5169645,111
7268883,2
2851165,1
1200547,39
7093860,1
3168331,6
6608789,4
6687136,26
370071,25
735738,12
2364296,1
3869460,3
3146259,1
7293088,40
6571982,3
2177735,24
2972488,4
1729695,6
6776153,1
7220341,4
6102090,1
2444425,3
3095862,7
2589973,3
5895738,5
881249,1
1274262,7
1250541,33
2831564,63
1242775,5
2256431,2
6261865,39
749934,5
2551230,2
7048527,197
6098340,9
3901672,25
2094929,5
2260089,1
3470998,1
6939007,11
5673147,1
4995699,2
6805258,1
1439212,1
7046472,1
6698224,2
3783416,2
6379544,69
1602745,117
467170,6
2295705,1
7085279,2
4627286,110
4420881,21
628823,1
6944684,10
1835937,1
6781852,1
7028219,10
3286498,6
5242876,1
2243574,7
1883877,1
1967689,1
447556,42
5741847,12
5663531,7
5757469,6
6839191,1
7410345,15
4043112,11
1425011,4
2371677,2
2217518,26
614321,22
4453791,4
1556153,11
3655988,1
6099117,1
7389105,1
1351874,24
3140055,1
4436689,8
5557704,1
3599397,20
3626600,1
4895604,14
2478805,22
6808382,10
6560146,42
424849,11
754099,1
5112686,3
1715286,1
7063169,1
2302991,1
2269415,3
2902751,177
4791898,2
2101592,1
5930460,39
5212431,22
4576862,9
5135113,2
5215797,21
5422559,12
4622154,107
2773248,7
6386267,3
6694580,1
4809133,1
2370211,2
1242756,3
3300075,5
4689660,1
5449804,1
1866785,3
2132421,2
3506711,1
5777777,1
1722562,130
696940,4
1829178,2
7020324,31
2604668,3
5252489,1
5500448,1
1510220,1
1781599,1
3826115,4
59121,3
1188929,85
6454841,23
621067,43
572554,1
5106244,4
5298426,26
779255,2
1809320,6
2172365,2
774398,41
2827378,73
43372,2
129069,11
3109346,41
1487077,386
764106,21
1467500,12
1729288,1
2509193,1
2413186,3
5714023,2
1448186,1
282698,1
2886629,2
1086573,26
212938,21
2061320,1
4646034,1
3365404,2
2778723,1
5974194,1
6458422,2
2113429,1
3037871,20
6702763,1098
5586396,166
1228732,1
6671518,1
6726470,1
1830387,1
611744,7
199205,1
2647563,1
2725642,3
6274495,2
2156639,9
1283693,2
2168086,1
4472109,13
1383408,4
3699951,3
2556937,2
5498941,473
3428812,62
2686250,4
3636036,1
4175845,1
3126175,3
334291,2
6306266,1
2045420,25
4057000,4
6128627,8
5877175,1
6865121,3
2911445,1
2001316,2
3953352,1
4041185,8
618118,3
2496554,47
4637572,13
2667369,6
6385723,1
5206804,1
6484259,379
4621552,1
5279222,2
4873545,3
3989792,16
2561175,1
3693088,1
6694838,1
1119502,1
4280769,2
431177,5
581364,6
3394236,1
6184535,9
1666767,23
1531036,2
1693144,1
5589319,26
1119864,3
1758380,54
4881478,28
5932250,2
5220120,5
44879,15
1273833,4
4679263,7
4105999,2
2218674,8
6820054,224
3988546,6
3886416,2
6922490,5
2801104,1
3979028,2
1492627,1
2221857,1
1443321,308
5378687,2
1028143,2
2283830,3
565561,3
4506223,2
5115322,1
3632568,1
5883797,2
6882369,1
2879854,1
3987049,1
4037710,2
1329699,2
821746,1
7335110,1
4375438,34
1875524,5
6469949,2
6986813,57
6114948,279
3558876,14
3523177,17
7278786,12
3293090,1
2291505,38
6977696,2
4872617,56
2379579,14
2133962,1
6333233,12
5255144,3
254720,1
5824159,92
3850056,2
624261,11
4468092,8
7349961,8
2358284,111
6059279,19
3839686,1
3770702,13
856956,2
3592175,1
1513327,2
3642405,2
5165246,1
7185156,1
4429185,1
1116523,1
1490164,29
6452745,1
6747439,19
4605740,1
2407747,2
7338952,30
5203687,2
4546104,1
2989251,1
2350815,2
6516789,55
6736832,47
3920675,5
2718248,28
5417341,2
3528736,2
3138469,3
702595,2
4865614,1
7117511,7
5450243,30
1720274,1
4601382,1
295469,7
1802503,7
1039564,1
4908842,1
3522266,1
1751528,2
2074053,1
5514233,5
4056427,2
5477317,2
3098293,3
4893818,1
3912533,2
4224071,1
6198125,1
3040464,1
3607086,1
560499,2
5620552,3
1661785,3
4870033,1
3449608,86
5820800,1
6505191,1
2484939,1
115303,3
2756531,1
4544414,1
4886407,3
6890845,72
6843980,227
4806906,1
4186299,2
932331,1
5674044,12
3016083,2648
5831166,1
6594993,1
4099893,1
1017143,18
6711518,2
2471074,1
6434055,3
297820,56
4215869,14
1263751,1
1410639,4
3854523,1
6908066,16
3257919,29
4336788,6
255450,2
2796829,2
4205597,39
2279373,4
2762733,11
3547290,5
5232372,2
1162150,17
2298427,3
410024,12
544346,6
303686,6
3622188,18
6071822,13
3971358,14
2081270,613
3818444,10
3061254,4
4894596,1
2178077,133
7393831,38
2807016,68
6936183,3
765121,5
782476,125
4280770,3
4253143,11
2141106,1
4332529,1
1776485,1
4204535,1
3335423,1
2055114,20
529881,1
1439089,2
5838556,1
1574216,4
4400432,2
7252579,6
1832483,1
7042237,15
557771,2
1887327,1
127558,98
2310288,7
6516522,1
4715243,20
6635012,7
4120061,27
5258436,6
5700119,29
1654720,34
1445896,2
959212,81
5238079,1
1611930,2
2610330,1
1647579,1
2232400,1
4469888,8
6450323,2
2356042,1
4291205,1
1040537,9
6391424,15
2728150,2
3967298,1
4026640,1
6098341,25
6091249,103
1626618,7
7191244,2
2984321,2
2003778,2
4679264,1
3908310,10
7132619,3
5248737,7
5309867,2
5088598,1
4734585,1
3737159,4
3705935,2
6033790,4
4712770,1
3691894,10
6909883,3
5066424,37
6899874,16
3691327,13
6081577,1
2257426,4
779867,1
4370098,248
2003483,2
2805114,1
446501,1
5996031,18
4338651,1
3059520,5
3542450,2
4406239,1
853619,1
4041022,4
1467481,2
688462,7
6428695,7
4415222,1
1142908,33
2428215,4
550705,1
4434426,1
8659,1
5821997,5
1479823,1
1865208,1
6902597,1
3421177,1
4530453,3
6713402,2
4345538,1
4627396,14
2236575,6
1982927,42
6033578,21
2543689,6
1595186,8
2267621,2
3940515,3
2335465,1
1271296,8
6564662,1
6992313,1
5667107,4
1707066,1
4434760,3
6538678,29
886118,3
5605533,2
6420053,1
2777508,17
5270749,79
7013396,254
3457512,13
2662475,2
3919999,18
2859844,2
6483409,5
5391093,8
2174650,2
1807423,2
7205132,7
5060330,13
5260189,77
7075048,350
1414952,17
7055251,2
3705370,1
743369,1
7385772,41
7207333,3
5605371,4
3430010,1
4020180,4
3910822,1
5780484,1
2863663,1
3916522,39
5895210,27
7336076,62
6889930,7
7107491,1
3648385,11
5227228,29
807571,8
2392394,5
3685078,38
1558775,10
4927924,2
4384687,23
2265296,5
4074496,4
6375366,2
2772746,2
672438,9
701074,6
6909362,1
184807,16
6538352,256
2007919,186
543600,9
7177465,1
6084766,7
5795860,1
2997705,4
2964720,2
4547861,1
1473844,4
6299284,53
6406202,1
3092445,1
3786177,3
664477,10
3149758,1
5694354,1
2310740,1
7271596,40
6399883,5
2981525,1
3338672,3
4192511,7
7058145,1
5746208,1
173513,1
1367269,3
5932511,5
5328845,2
1785512,1
5631516,323
574201,20
3770861,2
5848366,396
2175418,2
1102939,10
6616449,15
5490697,1
2443190,1
857535,13
6098534,1
7274046,2
7164151,4
2353435,2
5948807,7
6688907,3
5228433,2
2756711,2
2546991,11
4117977,1
5511584,70
441333,1
571789,24
2363843,2
6689831,1
1591463,129
5282474,1
4114917,2
2366100,2
4221237,71
6262644,1
2496264,1
1637547,2
6458149,5
2533266,16
1483942,81
4331838,9
6098629,1
536859,1
5644335,1
4566594,4
329221,1
5621389,1
283758,71
314580,2
3949187,2
1957830,16
5894934,160
2972553,5
5163395,1
2021704,207
870652,1
4419680,46
424760,13
6084335,4
6242769,2
3458951,3
746556,2
6138711,9
1336410,16
2550275,7
2015500,1
6448631,2
664658,68
2415853,1
6131785,1
4062625,2
6877912,80
6619493,24
1294331,2
5473626,1
4718330,5
3612865,12
3551494,16
1707810,2
1310625,337
4410468,15
2450843,151
3648047,1
5411633,3
2691451,2
2105877,1
1156859,120
6845763,7
385725,1
2693245,4
1444589,84
1537905,1
6688151,2
740702,5
659390,2
4692674,27
5605955,13
5746678,9
1035547,8
2654750,18
6388850,8
6675674,2
4533934,6
135320,40
6270377,15
1601987,3
4860980,5
7364747,10
1852152,7
385387,151
5057234,14
4979053,30
6443894,65
4562558,1
2182139,4
1584770,6
3613268,1
593760,5
6853876,9
3508522,2
7252580,1
5044511,22
6760639,15
7411152,2
1411885,1
3232260,1
1204478,1
5450127,9
5730464,8
6260014,5
3593989,249
823782,26
6782349,5
5907433,2
2339530,24
6233831,105
5377483,8
2435916,3
7299106,6
1687452,2
114247,1
119408,1
6738099,5
385767,69
7017089,4
7113791,1
2572465,1
6871057,3
497861,24
2695787,69
4587616,1
3453286,1
1014541,2
168269,8
4591531,2
5892507,2
2620388,1
3263046,1
6842880,3
760053,1
1509927,7
3156176,53
3756064,9
2925809,14
3909805,1
6850528,190
1969168,1
1594289,1
3803362,1
4505183,1
4441141,10
6412366,22
6688927,4
7186146,16
5279161,3
57330,1
5508825,1
215311,2
3613330,1
286192,1
3817266,3
997361,4
2253448,1
322635,1
3145195,1
2751524,5
285050,6
4910073,17
1368141,1
679201,1
7355251,8
3257637,2
600063,4
2420567,3
6096150,147
6409775,1
3615614,172
6058173,9
3978761,12
7034543,16
730637,39
4064027,9
6316633,1
4812668,3
1050054,1
2606647,1
6991872,1
5419289,7
5027844,64
4977764,3
2170377,8
4417345,13
2943961,3
2267570,70
725538,17
6044118,32
6032531,2
1814986,2
1850642,1
1207868,6
4127444,3
3394824,9
4401466,10
7144244,12
5322518,4
881648,3
4287435,2
2771212,316
221173,1
2002500,2
7370602,153
3464464,99
3649648,60
4527624,39
3500148,9
1758553,1
1844188,9
4506558,1
6940971,1
2563836,3
6894282,1
4912109,219
4112575,36
1451519,16
3256600,1
956735,1
6523679,5
1627808,1
1238336,1
4942562,3
7264429,4
4146329,7
2000716,15
4690206,143
1961590,2
6732185,5
1888620,38
3649264,2
3739651,43
2298993,7
3104119,113
7393085,2
1642325,53
3414575,3
2003574,1
3236325,4
1656391,3
1516257,1
616287,109
4521512,2
6415639,2
3084192,1
5451532,30
4370783,3
3998013,58
6586877,40
5442329,1
7204656,19
379086,2
2894741,11
6646431,1
959862,1
777392,54
6100344,6
6858257,1
4281001,4
4778119,39
6241246,3
2601199,2
7021654,4
3083704,2
999368,1
805606,9
2399933,7
5141922,6
3879695,1
7013016,10
199262,1
5659926,3
4443790,3
658202,5
7021709,5
750762,82
1529928,28
1615916,13
772326,6
3642141,6
1080247,13
6413768,1
3375921,2
4688149,2
6154676,1
6426117,16
3893305,1
6758937,10
6225432,1
3568928,1
641928,2
446652,4
3497771,4
826896,3
6587260,6
2349560,7
1761521,3
2394515,1
2851472,22
3553475,4
773540,64
5353892,2
4027969,1
6276755,1
2804264,9
1374599,46
1037043,2
6356236,1
6624731,4
5330933,1
5437312,17
2119016,2
1690212,2
6361165,1
3041875,11
2459837,1
5194977,1
5190756,2
7011486,6
2848910,3
5228364,60
1593084,7
6634405,7
6792384,1
839127,2
2766286,130
5486617,2
2416708,2
3346054,6
6173033,2
91341,1
5442064,2
1513185,11
2351199,2
3720836,1
7336249,1
2788479,1
3274293,2
911655,18
1469538,2
655542,4
1825675,1
5549638,2
2066282,1
4434121,11
2766985,1
5465413,148
2638266,10
7394657,1
6577140,6
3593268,1
5435292,57
1502371,13
3495749,14
6236566,4
1775261,1
6834764,23
4766394,195
3877668,11
4935091,1
5791448,2
3795493,2
6043596,1
1509791,1
5354494,111
4383248,12
6478852,4
160210,1
2679685,25
5195992,1
837228,2
1764811,2
2499676,3
385807,1
5142702,11
4560153,1
5057490,2
3981010,1
1346216,2
4954401,1
260642,1
6915154,2
1755242,5
1930609,1
2938334,2
883480,12
5663349,69
3924422,37
4088486,1
2279542,36
5357795,3
6894523,2
2233254,87
3791793,1
631343,3
4041453,1
2166654,1
7331938,54
961455,1
2157439,1
866416,778
6363039,577
6751118,7
917971,1
1427337,21
1847010,2
1650248,19
3646352,1
288107,1
1255888,1
761817,1
4581257,2
3511589,8
7230341,3
5139461,1
4579596,13
6989925,1
2828642,1
1756216,1
2002712,7
7039630,4
5174067,5
11048,500
6523642,13
2390392,16
3453522,23
3646229,1
1449248,11
2168265,217
4063100,12
2237951,3
3601918,1
3424055,1
2055624,1
3317768,2
1591112,16
3841426,797
6394880,11
4502136,155
5301287,57
5386763,1
6602898,1
4328569,3
2163389,22
4536383,1
6034039,16
4307969,4
2058927,2
2998115,3
919151,7
7338320,1
4346276,3
2276237,26
2849536,1
1488542,2
1388420,6
2752551,10
6234738,1
1478226,38
6638853,1
566668,3
2219585,1
4020540,14
688186,4
6363225,1
4785673,14
3410087,1
5942421,5
3763091,7
7145608,20
5582553,1
5124504,3
7110821,2
1803826,16
2212089,1
17201,6
924087,58
1703338,4
6633957,27
2810187,1
4515536,1
2407825,2
603051,68
1906556,1
6342649,25
7279599,16
6438280,8
5705782,3
1967437,2
6389541,1
1189362,1
1365946,2
3783355,4
4172474,28
4810357,3
4316420,13
1768132,1
5308113,35
2468364,2
4325284,272
1563211,189
3703598,3
4275389,1
4581258,4
5281004,4
3631239,8
3480999,1
2054525,61
3013722,6
4312258,16
3662212,82
5131349,2
5996153,87
3603495,1
3850970,11
5188259,17
1511902,1
6181435,23
4424519,7
7330085,2
6481867,1
4940635,11
3697081,2
3704031,2
2659329,2
321587,32
3756857,9
6588173,5
2543770,66
4844665,44
3987057,4
2108375,4
6578249,8
6345521,2
1159709,4
6782812,5
6641276,2
986057,2
127681,16
498741,1
6404007,2
2673781,12
2567037,5
4294843,3
4366147,2
3804421,6
7270823,1
2178915,1
3672647,6
7195157,1
604105,3
661316,316
5551633,17
5727291,3
498301,1
2410406,2
3574621,4
4550640,5
2915908,3
6453435,1
3296198,6
798603,11
2305600,30
2912108,7
5381494,5
4294662,3
5137908,4
603101,2
4706296,15
1065109,59
4044569,1
3119169,5
2156516,1
710904,19
1568557,184
2373849,12
5209085,2
1393589,50
2491738,10
507311,4
1043377,2
2829470,3
7052451,1
6232085,2
1396299,1
3678626,2
3672952,2
5624974,1
3023571,16
6892255,21
1647997,15
3276364,3
3583199,1
2087538,1
3618079,17
3562030,1
4241036,1
3573752,1
2593680,7
3578749,132
688187,5
7180008,2
1154253,3
4169373,1
3989216,1
3884920,13
3753220,1
4658137,3
1726867,1
3987659,11
5472906,1
7379556,5
3515027,1
1727574,1
1753377,4
5946420,2
4294711,1
4344671,2
689179,3
4069993,2
4366148,1
5676080,9
362617,39
6118818,13
6168376,17
1535897,9
4297553,4
676043,1
6336692,3
4366003,126
184511,38
963797,1
1513764,5
97956,9
3467784,2
137475,6
6500679,4
5020671,4
963365,1
4746050,3
5831466,6
3416393,1
4766016,2
4615203,1
6144371,3
4393862,3
6853690,105
947353,72
6642126,1
6884914,9
6986987,10
1699896,2
6972188,8
2928363,1
2124106,1
1583774,4
952975,73
41613,1
684502,1
1811437,3
2437357,2
1642603,1
7423550,8
2617834,1
528168,3
584178,95
2266447,1
2422877,1
6410022,15
947549,1
2064543,8
2569005,1
6643780,1
3864207,1
1606692,1
1391505,1
5817705,3
2897742,1
7119061,1
1062408,11
4453219,1
1535953,14
4973051,14
2503850,1
810241,3
7154988,5
5393000,19
6289537,14
4332800,6
5262626,25
6016918,3
2334917,8
3146315,85
1492788,3
2969928,1
3408047,1
2781412,3
2048516,4
1692321,2
1549204,1
3319269,2
2900182,2
5177168,1
633721,2
3893866,1
3054823,20
7357044,2
499251,3
7200742,18
4409398,3
5867030,12
1959123,17
122226,2
4209852,1
5750845,1
695644,20
582317,9
1416969,5
5676063,1
3619926,4
4489317,4
6831894,17
4029324,54
5974395,1
4281992,1
3461022,2
649200,24
7030541,4
4923526,1
4822718,1
3209336,11
2250171,10
5712379,4
4383634,19
4604301,15
219820,1
3527572,4
4971899,1
7335036,16
1509366,3
5765663,1
6230154,3
2681290,6
3653146,34
4417223,148
6464645,1
7388619,545
675090,5
1539581,2
1505990,1
3668124,2
646487,2
2422130,2
1502222,2
3666273,3
4311625,1
7222578,106
299392,1
1165979,1
4216910,52
4337536,1
4923453,2
6694877,4
3162052,1
5613743,1
7409085,2
5918404,10
3960124,2
2322993,3
451667,3
5196629,1
2582882,76
6486639,2
1791936,8
6658135,5
960250,4
6179515,5
2431569,1
742463,1
3288231,14
5130337,1
1936206,3
981025,14
1097344,15
279557,6
7374514,1
2135178,3
4581259,7
5129574,134
2024160,11
1447139,7
7256380,6
6993427,1
2850919,3
5207829,26
488882,16
3878857,1
1775127,17
746156,11
2388921,12
5501501,1
2360086,1
2517335,1
6638467,1
5577410,1
3405043,10
4297631,15
5080639,7
6537403,1
4092167,1
7145609,9996
3688480,7
2201739,6
7395646,223
7368318,1
1554265,7
1091309,37
3103919,6
6351720,14
5830802,21
3671983,1
1901082,1
3467145,1
3667295,1
1054347,4
2126601,2
4245169,1
5659688,12
5558909,37
7016100,4
6229693,2
4491163,23
7127306,6
6175538,1
3305128,6
122463,1
4450699,2
129813,27
44412,14
5822753,2
3156404,1
6027839,42
1309220,811
6352671,10
3763408,18
2836378,2
7273677,52
6486587,1
4218499,2
6835821,10
5335349,1
6796554,1
6779813,2
2653318,25
4344093,4
6536619,12
2433083,1
6279331,35
6925122,6
2427031,1
7407065,3
6027906,1
5577358,10
3068088,2
6337429,8
7002203,2
5780644,1
2681790,2
4219497,1
2752172,1
7232083,21
5097401,10
6359347,7
2481349,1
4416109,1
2619708,1
897774,4
776488,11
4035914,1
3479627,33
5773148,1
2826322,1
6875745,1
1742377,1
2505449,8
6253338,40
4254625,141
3412325,29
5339909,1
5021972,921
2331301,74
1496946,7
6415112,1
6597054,2
2431124,1
7271893,144
2486932,26
4787095,1
4031276,6
3304730,67
3671579,1
4366149,2
718695,372
6985629,1
1333780,32
1231816,212
2812451,6
4473382,2
6145996,44
4490211,1
3459865,2
1150469,7
635039,1
1402903,3
1539582,2
3041794,1
4258380,1
5195537,2
5457945,3
5232107,83
6124467,18
5367643,10
752808,1
595948,6
4572165,3
6343452,1
5550978,1
3425377,8
6210123,7
2726949,2
4918254,3
2418160,4
4480341,1
1674329,17
6186157,1
6043230,3
1034947,2
691344,1
2243050,4
6507569,2
2077920,1
6879056,5
3567393,1
6345008,4
4045854,1
1309147,2
4302848,1
527480,10
2451430,3
7280772,15
746204,2
1217424,1
5248458,3
634526,7
748465,8
5955336,5
5546215,2
3594889,3
5659083,2
5266580,1
5050919,19
5917068,10788
3250249,1
4523836,2
1811065,1
20154,7
7361610,2
7400779,4
3389654,3
7089337,291
1106451,1
6472582,1
3223744,11
5684134,75
139038,22
4842268,1
860165,1
1190893,1
5497207,43
7390641,1
5187167,1
6182609,17
2978790,16
2355029,1
5266908,1
503265,6
6307624,1
4742690,2
5187052,4
4602365,9
3678395,5
5970579,1
1174934,1
3516815,2
5963808,4
2261200,3
2538895,4
7388059,4
4205442,10
6899616,71
969981,1
5017722,1
360910,14
2032543,1
6948117,1
4358346,9
1676323,17
2554690,3
824649,93
20878,1
3171836,1
5556841,1
2787336,1
2373850,1
4389181,1
2266464,1
5225557,13
3609058,18
1770971,1
7010468,28
2760442,10
2603074,16
5216112,2
1690533,2
6165872,1
3562794,1
4252997,1
1797765,9
3743980,5
6179573,4
7039063,1
6657009,3
3281452,11
6301107,6
2710356,1
3643023,2
641741,24
6424959,3
1899969,1
1007153,4
832595,1
4108079,4
1726975,3
2173009,51
315975,3
856464,3
3491587,8
5222423,4
5423578,1
4148272,2
2415781,1
459231,17
2197553,1
6460254,1
1585080,2
1805263,2
4834798,2
5538545,1
1790346,1
5728136,1
4889140,1
3273146,38
3465585,5
2679635,1
3992490,19
5429709,4
2232378,1
7161789,1
1802310,3
5139400,34
1740822,20
5281991,8
4649877,9
4075600,3
3817774,26
5821190,7
3776487,3
49236,1
6396304,1
1087021,1
4774338,1
1489606,27
4389012,1
5282702,1
4587727,5
4352193,16
6756489,1
4226756,2
1671153,2
7201290,2
3371877,7
50753,4
3610443,4
1071239,1
2401499,2
247177,2
4832654,65
6087791,3
2662553,1
309794,3
6869724,2
5332970,1
1742612,2
2369702,2
3533726,1
2319729,22
6513544,304
681812,1
5495984,1
3366009,22
7003463,5
4019849,1
688512,1
5041657,1
2361527,2
561197,45
6473860,81
4575214,3
1518474,1
5711865,6
3296127,422
1693070,1
3784634,68
7336431,87
838500,28
2359189,8
7180419,18
4443128,2
7015595,2
4486475,42
1825082,3
3242247,16
3139119,3
7361494,1
6804048,10
1478819,3
1428276,2
4354582,1
6317788,120
927157,131
7404386,10
563206,3
1621194,5
6082419,1
820003,1
6181880,1
890254,74
668317,2
339138,1
4719319,5
3469935,1
2942928,3
1361415,1
3263974,1
6482347,2
154657,1
5389592,3
2459415,13
2353490,3
2440843,4
4586701,1
2607876,7
283884,6
216633,3
6900815,2
2716085,6
4424805,1
5416934,13
6988782,5
2915323,2
6980325,1
2128334,1
3039862,23
1485288,2
7015737,2
3826869,2
6397572,4
7169767,2
2535032,1
6060783,2
704029,212
4073956,1
4168973,4
774992,1
59898,1
4526076,20
6710493,1
3816018,6
4642905,1
465739,3
4445286,2
5418543,53
2762203,31
4304685,10
5151207,1
5373703,1
1206105,5
5777343,1
2576875,14
7076256,2
227570,35
5561670,2
1584974,50
2683186,33
2945692,5
740192,124
4254168,1
4035790,1
3119195,2
1080925,3
7171005,16
143886,10
5742856,4
2498211,3
6449556,18
4951782,1
1532766,18
3526061,6
6103421,10
7072094,11
2468918,1
1177888,3
778314,1
4494250,7
6217493,10
7194342,1
6152154,1
4549952,12
5668727,3
7380535,9
472850,2
4372107,7
1621658,27
6443825,47
4132796,16
726572,3
6067638,1
6452055,2
1818461,233
7309512,2
6940976,24
5131582,16
5565735,2
6481752,1
1890718,10
6488373,3
3202397,1
2182043,1
4251935,2
6820235,1
5411433,42
6816248,21
7417169,1
7058741,131
7223772,2
5711206,1
7189937,1
1477937,48
6445859,5
5389882,1
797208,2
985887,1
1702208,12
1605367,2
862244,5
4332929,3
1433443,23
7114415,2
2323115,6
3909473,1
813710,80
4895380,12
6380643,1
2590201,6
3902430,1
2085501,1
7231630,15
716432,2
4962386,1
827209,1
6166380,1
6735467,5
2366325,8467
710352,16
2145137,49
366296,10
2462327,2
3991329,25
1726561,1
2546802,12
1598113,3
5474408,1
2359530,6
1549391,2
481773,1
5887827,2
3842225,19
7202311,2
2336939,2
2659279,13
6189131,2
1261766,4
6442487,1
2640875,8
5553953,3
6417641,1
6142978,2
2935981,22
2249921,9
2774226,6
3228401,1
6435446,1
2522719,21
7328388,18
2722609,13
6342711,1
491677,1
6395769,28
2632829,3
5916251,1
1862072,1
1138090,9
5372329,16
6245291,12
2768176,1
4375061,28
3190249,2
177443,3
7051879,1
4370040,1
5005748,1
5253169,1
